PM2.5, PM10, SO2, NO2, CO, O3, U(m/s), V(m/s), TEMP(K), RH(%), PSFC(Pa), lat, lon, 
4.84,5.31,0.42,0.36,0.12,85.28,8.26,-4.71,268.93,54.39,59549.51,27.69,92.34, 
4,4.39,0.34,0.37,0.12,85.56,8.64,-3.09,269.57,54,60185.02,27.71,92.49, 
4.21,4.61,0.35,0.55,0.12,83.66,6.07,1.26,271.46,58.47,63360.29,27.72,92.64, 
8.8,9.47,0.68,0.98,0.14,84.38,1.74,4.06,273.77,69.86,69059.59,27.74,92.79, 
10.57,11.32,0.8,1.1,0.15,85.98,-1.44,1.08,277.31,69.2,74996.04,27.75,92.95, 
10.25,10.97,0.8,1,0.15,83.98,-1.75,-1.69,279.73,64.97,78549.84,27.77,93.1, 
9.82,10.45,0.75,1.44,0.15,84.54,-0.94,-1.46,279.7,68.84,79237.3,27.78,93.25, 
9.38,9.99,0.76,1.64,0.15,84.82,0.51,-0.68,281.84,63.02,82551.76,27.8,93.4, 
9.08,9.69,0.78,2.25,0.15,84.21,1.42,-0.61,284.41,56.08,86416.29,27.81,93.55, 
9.45,10.09,0.83,2.56,0.15,84.13,1.2,-0.37,284.53,56.34,86833.99,27.83,93.71, 
9.86,10.53,0.86,2.85,0.15,83.8,0.7,0.49,285.65,53.93,88757.95,27.84,93.86, 
9.94,10.59,0.89,3.18,0.15,83.47,-0.24,-1.1,285.48,53.48,88067.02,27.85,94.01, 
9.94,10.59,0.93,3.64,0.15,82.28,0.09,-2.75,286.1,50.21,88081.53,27.87,94.17, 
9.64,10.32,1,4.04,0.15,80.87,-0.03,-3.08,289.61,42.33,93506.24,27.88,94.32, 
10.01,10.74,1.07,4.37,0.16,80.11,-2.51,-3.07,290,41.8,93906.56,27.9,94.47, 
10.51,11.22,1.09,4.84,0.16,79.1,-2.88,-3.11,287.63,47.45,90201.42,27.91,94.62, 
12.25,13.14,1.39,4.48,0.16,77.43,-0.96,-2.2,287.52,49.09,90486.22,27.92,94.78, 
13,14.07,1.7,4.06,0.17,76.84,-1.11,-2.08,289.71,45.37,93654.92,27.94,94.93, 
13.04,14.2,1.83,3.66,0.17,77.27,-2.33,-1.79,291.37,41.58,95407.88,27.95,95.08, 
12.1,13.23,1.84,4.1,0.16,77.02,-2.3,-3.16,292.33,37.34,97122,27.96,95.23, 
6.98,7.41,0.71,3,0.12,82.45,-0.91,-0.32,284.37,41.53,83444.01,28.06,96.61, 
7.01,7.41,0.67,2.63,0.1,80.02,-0.49,0.28,278.99,48.48,75229.98,28.08,96.77, 
6.61,6.97,0.61,2.08,0.1,80.34,0.05,1.9,275.29,52.26,70356.05,28.09,96.92, 
5.34,5.65,0.5,0.98,0.1,78.47,0.56,3.57,272.42,52.59,66371.53,28.1,97.07, 
5.43,5.71,0.48,0.98,0.1,76.44,6.69,2.83,266.31,62,59495.9,28.11,97.23, 
5.38,5.82,0.59,0.25,0.11,77.99,6.92,3.4,270.71,62.23,64776.75,28.16,98.15, 
5.84,6.48,0.74,0.53,0.11,72.44,2.68,5.37,273.85,58.87,69806.62,28.17,98.3, 
5.91,6.6,0.82,0.63,0.12,74.65,-0.28,5.3,274.77,56.63,70769.42,28.18,98.45, 
5.65,6.35,0.9,0.6,0.13,78.41,2.53,1.55,271.59,62.68,66691.9,28.19,98.61, 
5.68,6.43,0.85,0.68,0.13,77.28,6.76,0.98,270.62,62.38,65121.8,28.2,98.76, 
5.62,6.47,0.81,0.74,0.14,76.41,7.77,3.34,271.51,60.13,66284.51,28.2,98.91, 
5.89,6.93,0.8,0.81,0.15,74.98,8.58,5.16,271.16,60.76,66019.2,28.21,99.07, 
6.14,7.43,0.89,1.72,0.19,74.02,5.22,3.77,273.05,54.03,67984.89,28.22,99.22, 
6.55,8.34,1,2.95,0.25,76.09,1.78,3.05,273.62,51.02,68553.61,28.23,99.38, 
6.59,8.42,1.39,2.84,0.25,73.67,5.9,5.29,271.19,56.48,65358.51,28.23,99.53, 
6.47,8.26,1.47,2.68,0.24,72.49,8.77,5.11,270.65,56.73,64408.41,28.24,99.68, 
6.34,8.03,1.35,2.45,0.23,72.54,10.44,3.73,268.73,60.71,62365.02,28.25,99.84, 
5.92,7.43,1.17,1.99,0.21,74.36,11.83,2.63,270.67,49.97,63136.35,28.25,99.99, 
5.44,6.81,1.05,1.89,0.2,71.93,7.22,-0.2,274.22,40.22,66665.48,28.26,100.15, 
5.22,6.33,0.88,1.41,0.18,72.57,7.3,-1.7,270.16,49.76,62788.79,28.27,100.3, 
4.53,5.27,0.71,0.86,0.15,75.77,13.81,0.55,269.85,45.31,61430.76,28.27,100.45, 
3.91,4.34,0.68,0.67,0.13,78.96,12.82,2.65,275.16,31.04,65381.03,28.28,100.61, 
3.88,4.32,0.71,0.96,0.13,73.9,7.66,1.98,275.13,32.5,66094.19,28.28,100.76, 
4.16,4.72,0.89,1.48,0.14,74.5,5.54,2.45,274.7,35.27,66295.19,28.29,100.92, 
4.95,5.89,1.28,1.83,0.16,73.2,8.03,4.99,272.83,38.43,64308.92,28.29,101.07, 
6.84,8.91,2.43,2.25,0.2,72,9.23,3.89,273.94,40.2,65482.21,28.3,101.22, 
8.81,11.8,3.26,2.82,0.25,69.32,5.22,1.47,277.18,40.37,69783.37,28.3,101.38, 
10.16,13.51,3.45,3.35,0.28,69.08,5.14,3.27,274.93,47.53,67793.94,28.31,101.53, 
11.27,15.04,3.54,4.11,0.32,68.33,7.93,4.48,274.98,50.62,68145.74,28.31,101.69, 
13.67,18.45,4.37,5.8,0.39,65.45,6.81,3.76,277.16,50.36,71073.22,28.32,101.84, 
19.19,25.4,7.12,8.85,0.57,60.14,2.57,2.46,278.47,55.65,73968.67,28.32,101.99, 
21.78,28.9,8.53,9.86,0.62,62.11,-0.44,3.58,280.14,57.36,78000.37,28.32,102.15, 
20.41,26.95,8.21,8.3,0.48,60.99,0.7,5.43,278.98,61.42,76678.28,28.33,102.3, 
20.46,27.25,7.97,8.17,0.47,60.41,3.14,5.53,278.17,64.45,75524.33,28.33,102.46, 
21.15,28.77,7.86,8.16,0.48,60.28,3.06,5.55,278.93,60.14,75859.55,28.33,102.61, 
22.33,30.41,7.32,7.91,0.47,60.65,3.46,4.61,277.67,64.35,74388.23,28.34,102.76, 
23.14,31.7,6.64,8.03,0.44,61.79,3.34,4.47,278.74,62.69,75841.96,28.34,102.92, 
23.7,32.81,6.07,8.28,0.43,61.83,2.9,5.08,278.24,64.16,75215.36,28.34,103.07, 
25.72,35.43,5.64,8.36,0.42,62.32,4.92,5.78,276.03,70.56,72369.02,28.34,103.23, 
34.75,49.05,6.35,10.93,0.47,54.58,1.96,3.17,278.08,73.51,77267.77,28.35,103.38, 
49.84,70.81,7.61,17.47,0.58,46.98,-1.13,-0.73,278.36,90.45,83750.96,28.35,103.54, 
53.54,75.61,7.42,19.97,0.61,45.06,-0.45,-1.34,280.52,83.74,86874.84,28.35,103.69, 
55.82,77.95,7.29,20.55,0.62,45.69,-0.58,-0.96,281.83,79.01,88729.22,28.35,103.84, 
59.43,81.68,7.54,21.05,0.65,45.77,-0.22,-0.68,280.96,83.09,87615.65,28.35,104, 
61.3,84.32,7.72,21.98,0.69,44.46,0.52,-1.51,282.49,77.26,89688.2,28.35,104.15, 
63.18,87.39,8.19,23.82,0.75,42.87,1.24,-1.7,285.34,67.51,93768.91,28.35,104.31, 
63.37,88.52,9.13,25.49,0.8,41.26,1.19,-1.22,285.92,66.69,95000.44,28.36,104.46, 
61.3,87.35,10.75,27.23,0.83,39.35,0.98,-0.72,285.94,67.52,95224.4,28.36,104.61, 
55.41,81.82,10.07,24.04,0.83,39.94,0.79,-0.26,286.12,67.02,95465.02,28.36,104.77, 
50.17,75.72,10.15,22.48,0.8,39.99,0.71,0.29,286.17,66.5,95095.96,28.36,104.92, 
48.71,72.82,10.27,21.59,0.76,38.98,1.37,0.3,286.2,66.58,94856,28.36,105.08, 
45.19,67.96,10.44,21.48,0.73,37.18,1.99,-0.45,287.24,64.25,96059.15,28.36,105.23, 
43.02,64.13,10.56,21.55,0.7,34.14,1.4,0.35,287.54,65.07,96639.12,28.36,105.39, 
42.71,62.08,10.5,20.76,0.67,33.25,0.02,3.96,286.51,68.51,94602.52,28.36,105.54, 
44.9,63.9,10.48,20.72,0.66,32.35,-0.91,5.47,283.82,78.27,91393.92,28.35,105.69, 
45.4,64.03,10.41,21.51,0.65,31.16,-0.91,4.92,282.78,82.99,90636.05,28.35,105.85, 
43.49,61.47,10.27,22.35,0.64,30.3,-1.42,3.93,283.03,82.92,91461.95,28.35,106, 
42.33,59.24,10.27,22.51,0.62,30.39,-2.02,3.42,282.09,87.21,90055.67,28.35,106.16, 
43.23,58.79,10.26,20.46,0.61,31.86,-1.37,3.23,281.3,90.44,88895.67,28.35,106.31, 
42.25,56.21,10.6,18.6,0.6,33.45,-1.2,4.01,281.66,89.03,89205.13,28.35,106.47, 
40.12,52.27,11.6,16.69,0.59,35.84,-2.09,5.17,281.6,89.05,88745.59,28.35,106.62, 
41.05,52.07,12.37,14.85,0.58,38.32,-2.3,4.55,280.85,91.94,87645.51,28.34,106.77, 
43.74,53.5,13.31,13.22,0.57,39.38,-1.48,3.13,280.67,92.83,87803.96,28.34,106.93, 
48.58,57.25,14.7,11.31,0.56,40.91,-0.65,1.79,281.34,90.24,88913.7,28.34,107.08, 
52.53,60.89,16.44,11.28,0.57,41.08,-0.64,1.88,282.01,87.66,90076.18,28.34,107.24, 
55.98,66.81,17.78,12.07,0.59,40.33,-1.73,2.68,282.32,87.51,91147.31,28.33,107.39, 
58.69,73.88,18.96,13.13,0.64,39.09,-2.4,2.61,281.85,90.7,90857.1,28.33,107.54, 
62.13,84.14,20.23,13.35,0.68,37.73,-2.04,2.29,281.79,92.28,91040.88,28.33,107.7, 
68.41,97.45,23.17,11.61,0.74,38.65,-2.05,2.13,282.03,92.44,91470.09,28.32,107.85, 
71.02,105.98,24.27,11.84,0.81,37.51,-1.85,1.11,281.72,93.67,91302.39,28.32,108.01, 
73.73,114.02,22.82,12.81,0.88,35.92,-0.87,-0.45,282.53,90.21,93189.48,28.32,108.16, 
78.35,123.55,20,13.38,0.93,36.49,-0.01,-1.17,283.11,87.39,94499.78,28.31,108.31, 
74.89,122.32,15.23,13.16,0.95,39.3,-0.72,0.52,283.26,85.94,93074.7,28.31,108.47, 
74.93,124.94,11.29,13.4,0.97,40.47,-2.54,2.21,283.23,84.53,92535.91,28.3,108.62, 
77.12,131.36,9.05,15.48,1.03,38.84,-2.9,2.14,282.75,85.94,92962.09,28.3,108.78, 
81.95,141.86,7,18.93,1.13,35.42,-1.82,1.08,282.5,86.31,93444.66,28.29,108.93, 
86.45,147.79,6.7,23.04,1.22,31.86,-1.33,0.26,283.31,82.53,94860.27,28.29,109.08, 
89.62,147.55,5.3,22.97,1.22,32.46,-2.45,0.68,283.27,81.19,94631.3,28.28,109.24, 
93.2,148.45,4.9,23.08,1.23,33.29,-2.83,0.86,282.09,83.69,93054.6,28.28,109.39, 
99.53,152.91,4.85,24.22,1.27,33.66,-1.32,-0.61,283.01,79.73,94687.91,28.27,109.55, 
108.34,157.69,5.57,25.42,1.3,36.01,-0.65,-1.56,285.37,71.41,97961.99,28.27,109.7, 
117.91,169.24,6.56,26.68,1.34,37.16,-1.73,-1.77,286.06,68.66,98803.98,28.26,109.85, 
122.38,175.75,7.38,27.85,1.39,37.47,-2.53,-2.75,286.05,67.99,98680.42,28.25,110.01, 
124.92,178.82,8.05,28.71,1.42,39.61,-2,-3.42,286.43,67.01,99151.11,28.25,110.16, 
127.79,184.03,7.52,27.94,1.46,41.94,-1.57,-2.75,286.71,66.03,98687.98,28.24,110.32, 
128.84,186.16,7.27,26.24,1.49,46.18,-3.07,-0.23,286.28,66.34,96489.39,28.23,110.47, 
129.33,189.49,7.23,25.2,1.52,50.47,-4.23,0.11,284.71,70.83,94651.34,28.23,110.62, 
131.41,195.85,6.97,24.75,1.56,53.03,-3.48,-1.59,284.76,70.52,95498.31,28.22,110.78, 
138.29,210.13,7.01,25.12,1.65,52.71,-3.29,-2.66,286.02,66.05,97645.11,28.21,110.93, 
141.32,218.08,7.66,25.44,1.73,54.55,-3.79,-2.27,285.55,67.67,96544.04,28.2,111.09, 
144.42,225.42,8.44,25.67,1.81,57.35,-3.24,-2.07,283.81,73.64,94416.27,28.2,111.24, 
146.89,233.17,9.58,26.02,1.89,57.67,-1.66,-2.73,283.9,73.19,95580.59,28.19,111.39, 
149.69,239.5,9.89,27.54,1.95,59.58,-0.96,-2.6,285,69.55,97027.52,28.18,111.55, 
151.63,242.91,8.9,25.96,1.97,63.47,-0.94,-2.68,284.77,71.14,96709.81,28.17,111.7, 
153.44,245.88,8.05,25.4,1.97,64.76,-0.49,-3.08,284.33,73.34,95869.63,28.16,111.85, 
155.65,251.66,7.76,26.59,1.99,64.94,0.35,-3.82,285.3,70.09,97167.46,28.15,112.01, 
161.11,259.18,7.47,29.59,2,63.34,0.83,-4.31,287.1,64.1,99726.31,28.14,112.16, 
169.3,266.41,6.86,32.68,1.96,60.03,0.63,-4.39,287.92,62.66,100763.82,28.13,112.31, 
180.28,273.84,6.36,33.68,1.89,57.43,0.69,-4.74,288.13,63.5,100942.2,28.13,112.47, 
195.72,277.95,5.8,37.38,1.76,52.04,0.92,-4.78,288.39,65.99,100861.22,28.12,112.62, 
253.05,323.2,4.96,53.95,1.63,33.68,0.81,-4.67,288.83,65.51,101053.83,28.11,112.77, 
289.64,348.33,9.96,55.62,1.58,29.25,0.62,-4.28,289.26,62.07,101396.19,28.1,112.93, 
265.06,309.11,12.68,50.99,1.53,35.77,0.51,-3.83,289.38,61.57,101438.41,28.09,113.08, 
230.37,267.79,12.29,42.13,1.42,40.34,0.73,-3.75,289.42,61.55,101338.16,28.08,113.23, 
198.06,229.35,13.04,32.67,1.29,47.31,0.83,-2.76,289.41,61.77,100783.28,28.06,113.39, 
160.26,188.25,16.81,28.5,1.23,51.37,0.5,-1.37,289.49,61.93,100281.45,28.05,113.54, 
118.89,148.65,19.35,24.39,1.24,53.37,-0.45,-0.48,289.85,60.9,100254.8,28.04,113.69, 
98.95,130.56,19.94,23.3,1.26,53.96,-1.95,0.02,289.72,60.72,99389.59,28.03,113.85, 
90.73,125.05,20.98,25.52,1.33,52.16,-2.59,0.07,289.19,62.68,98852.86,28.02,114, 
90.71,126.84,22.21,28.94,1.4,50.81,-2.49,-0.58,289.1,63.5,99328.21,28.01,114.15, 
88.28,128.42,23.84,33.74,1.5,49.12,-2.29,-0.91,289.01,64.42,99443.31,28,114.31, 
81.68,124,25.27,37.54,1.46,48.7,-1.77,-0.98,289.13,65.16,100151.25,27.99,114.46, 
78.1,122.35,27.93,44.5,1.45,45.85,-1.55,-0.71,289.45,65.25,100811.45,27.97,114.61, 
78.4,125.55,32.26,51.32,1.52,43.49,-2.02,-0.79,289.68,63.83,100401.27,27.96,114.77, 
75.73,123.01,30.08,47.21,1.41,45.39,-2.04,-1.66,289.66,64.06,100513.22,27.95,114.92, 
77.41,124.28,23.37,38.87,1.29,49.75,-1.47,-2.36,289.63,65.66,101350.09,27.94,115.07, 
80.65,125.42,23.3,41.42,1.3,48.95,-1.5,-2.52,289.73,66.36,101819.98,27.92,115.22, 
83.34,128.97,24.87,44,1.34,47.44,-2.11,-2.49,289.97,64.44,101644.16,27.91,115.38, 
83.77,129.05,26.37,45.34,1.34,46.2,-2.32,-2.14,289.86,62.1,100111.92,27.9,115.53, 
83.96,128.02,22.9,42.58,1.31,46.19,-1.43,-1.79,289.36,62.23,98665.76,27.88,115.68, 
83.01,124.84,19.91,37.12,1.26,47.5,-0.27,-1.92,289.86,60.84,99763.38,27.87,115.83, 
79.74,118.13,18.83,30.66,1.18,49.53,-0.05,-1.51,290.24,60.83,101361.46,27.85,115.99, 
78.97,114.69,18.92,28.61,1.15,50.24,-0.35,-1.34,290.1,61.11,101525.95,27.84,116.14, 
73.18,103.19,17.76,26.28,1.06,54.67,-0.2,-0.29,290.26,60.47,101354.87,27.83,116.29, 
57.71,77.89,15.06,19.14,0.8,58.37,-0.43,1.09,290.79,60.54,101481.53,27.81,116.45, 
49,64.93,14.18,16.04,0.66,57.36,-1.55,1.82,291.24,60.84,101487.49,27.8,116.6, 
43.1,56.77,13.65,14.79,0.59,56.81,-2.47,1.97,291.06,61.38,100440.52,27.78,116.75, 
40.88,53.75,13.44,14.36,0.55,57.24,-3,2.04,290.51,62.93,99196.73,27.77,116.9, 
40.41,53.35,13.43,14.33,0.53,57.76,-2.97,1.86,289.22,66.9,97017.45,27.75,117.05, 
38.92,51.36,13.46,14.08,0.5,60.32,-2.51,1.9,288.1,70.91,95084.44,27.74,117.21, 
36.55,48.46,13.09,13.55,0.47,62.7,-2.63,2.33,288.61,68.79,95362.16,27.72,117.36, 
35.05,46.18,11.92,11.86,0.46,65.01,-2.49,2.18,287.43,71.76,93026.53,27.71,117.51, 
34.35,44.71,9.91,9.74,0.44,66.48,-1.12,1.09,285.79,78.29,91075.01,27.69,117.66, 
32.39,43.41,9.62,9.71,0.44,68.37,0.43,0.3,287.92,72.07,95013.27,27.67,117.82, 
31.35,43.45,9.81,10.65,0.44,68.02,0.5,-0.6,289.44,66.73,98661.48,27.66,117.97, 
31.27,43.97,10.24,12.28,0.45,66.2,-0.23,-0.31,288.61,71,96972.15,27.64,118.12, 
28.79,40.53,8.61,9.64,0.41,68.09,-0.14,0.61,288.37,72.79,95766.12,27.62,118.27, 
27.23,38.73,7.64,8.7,0.4,68.52,-0.03,-0.26,288.7,72.76,97435.77,27.61,118.42, 
24.15,34.58,6.81,7.91,0.37,68.29,-0.07,-0.13,288.8,73.18,98253.17,27.59,118.57, 
21.87,31.97,6.66,8.19,0.36,67.73,-0.97,0.56,289.11,72.16,97979.99,27.57,118.73, 
20.85,30.85,6.38,8.02,0.36,67.1,-2.45,1.18,289.01,71.19,96449.41,27.55,118.88, 
21.55,31.24,6.07,7.71,0.35,67.03,-2.22,1.28,287.29,76.36,93352.75,27.54,119.03, 
23.78,34.17,5.93,7.94,0.36,65.17,-0.97,1.09,285.83,81.92,91094.22,27.52,119.18, 
25.17,37.08,5.91,8.8,0.38,61.84,-0.54,0.78,286.18,81.28,91085.12,27.5,119.33, 
26.6,40.29,6.27,10.86,0.42,57.29,-0.8,0.36,287.15,80.95,92521.24,27.48,119.48, 
28.54,43.94,6.52,13.34,0.46,52.5,-1.08,-0.97,287.63,84.17,94518.36,27.46,119.64, 
30.65,47.07,6.16,15.52,0.49,48.78,-1.6,-0.94,287.51,88.01,95351.37,27.44,119.79, 
30.47,48.02,7.09,16.97,0.49,51.18,-2.04,-0.42,286.97,90.96,94456.55,27.43,119.94, 
30.42,50,9.01,19.63,0.5,50.25,-1.58,-1.03,287.44,92.98,95071.39,27.41,120.09, 
28.03,46.76,7.19,19.25,0.46,53.11,-0.71,-2.45,289.13,90.87,98095.9,27.39,120.24, 
30.09,49.99,7.94,23.64,0.47,51.12,-0.15,-3.62,290.16,89.53,100347.34,27.37,120.39, 
27.06,30.2,8.73,2.46,0.23,88.41,4.16,-3.02,273.05,60,65367.34,27.4,88.83, 
19.35,21.58,6.03,2.3,0.19,85.58,6.71,-2.21,273.15,49.62,64039.43,27.42,88.98, 
9.27,10.26,0.85,0.84,0.16,87.82,1.18,0.29,273.33,56.97,66002.08,27.76,91.71, 
7.78,8.58,0.69,0.9,0.14,89.44,1.3,0.28,270.94,59.21,63016.59,27.77,91.86, 
6.26,6.9,0.53,0.69,0.13,86.42,2.09,-0.65,269.15,58.13,60595.2,27.79,92.01, 
4.98,5.48,0.39,0.51,0.12,84.61,3.59,-1.75,266.56,58.89,57625.93,27.81,92.17, 
4.43,4.86,0.31,0.46,0.12,84.18,7.67,-3.82,261.74,69.66,53034.78,27.82,92.32, 
3.77,4.07,0.26,0.39,0.11,86.06,13.1,-5.47,258.89,68.94,49978.4,27.84,92.47, 
3.25,3.54,0.25,0.39,0.11,87.18,14.63,-4.91,262.69,49.16,51886.38,27.86,92.62, 
3.99,4.32,0.31,0.52,0.12,82.76,8.02,1.35,269.58,49.74,59535.3,27.87,92.78, 
9.19,9.83,0.66,1,0.14,81.77,0.11,3.46,273.58,66.8,68368.83,27.89,92.93, 
10.28,10.94,0.74,1.05,0.14,82.96,-1.85,-1.01,276.53,72.76,74212.95,27.9,93.08, 
9.04,9.61,0.7,1.72,0.14,83.24,-0.57,-1.66,279.67,66.08,78984.61,27.92,93.23, 
8.3,8.86,0.7,1.99,0.14,83.67,0.16,-1.58,283.42,55.58,84604.02,27.93,93.39, 
8.51,9.08,0.76,2.4,0.14,84.32,-0.69,-1.6,284.77,53.01,86525.58,27.95,93.54, 
8.98,9.59,0.83,2.61,0.15,85.25,-1.6,-1.06,285.26,52.37,87150.42,27.96,93.69, 
9.2,9.82,0.87,2.74,0.15,85.37,-1.82,-0.51,285.83,50.56,87603.23,27.98,93.84, 
9.23,9.84,0.87,2.99,0.15,84.33,-1.75,-1.93,284.78,51.73,85585.54,27.99,94, 
9.36,9.97,0.88,3.65,0.15,82.86,-0.9,-2.26,285.44,49.63,87256.23,28,94.15, 
9.08,9.7,0.93,3.83,0.15,82.16,-1.45,-2.18,288.28,42.6,90719.68,28.02,94.3, 
9.09,9.72,0.94,4.11,0.15,81.18,-2.87,-3.6,288.66,40.84,91236.39,28.03,94.46, 
9.49,10.14,0.96,5.36,0.15,79.88,-1.69,-3.37,288.18,41.85,91939.24,28.04,94.61, 
10.38,11.13,1.17,5.37,0.16,78.78,-0.59,-1.22,288.21,44.98,92849.05,28.06,94.76, 
11.41,12.29,1.5,4.97,0.16,77.3,-1.79,-0.81,288.41,46.48,91543.65,28.07,94.91, 
11.95,12.89,1.74,4.7,0.16,77.07,-3.16,-0.02,287.83,47.38,89551.29,28.08,95.07, 
11.15,12.07,1.79,4.63,0.16,76.69,-3.05,-1.54,288.9,41.7,91338.58,28.1,95.22, 
8.07,8.58,0.9,2.43,0.14,85.47,-0.27,0.25,280.65,50.74,77829.84,28.18,96.29, 
7.21,7.65,0.72,2.75,0.13,86.2,-0.72,-0.89,280.62,48.32,77874.55,28.19,96.45, 
6.38,6.79,0.62,2.95,0.13,86.64,-1.14,-1.23,282.07,42.39,80204.98,28.2,96.6, 
7.02,7.42,0.62,2.86,0.11,80.69,0.43,1.92,276.73,51.49,72480.36,28.21,96.75, 
7.02,7.39,0.58,2.45,0.11,81.5,1.69,3.7,272.87,58.8,67521.59,28.22,96.91, 
5.2,5.53,0.48,1.32,0.1,81.99,0.94,3.67,275.91,44.96,70303.41,28.23,97.06, 
5.18,5.49,0.46,1.16,0.1,78.87,3.34,5.52,271.68,49.08,64892.24,28.24,97.21, 
4.93,5.2,0.45,0.95,0.1,79.03,9.33,0.74,266.66,57.5,59416.45,28.25,97.37, 
5.01,5.29,0.47,0.38,0.11,78.57,5.87,2.29,269.1,62.92,63477.12,28.29,97.98, 
4.91,5.37,0.48,0.36,0.11,76.55,8.07,0.76,269.76,54.8,62916.32,28.3,98.14, 
5.41,5.99,0.64,0.46,0.11,72.92,3.35,3.97,272.71,53.66,67037.48,28.31,98.29, 
5.57,6.2,0.76,0.54,0.12,75.86,-1.86,6.19,275.78,50.29,71567.5,28.31,98.44, 
5.36,5.98,0.79,0.55,0.13,76.69,1.68,4.89,270.57,60.72,65017.73,28.32,98.6, 
5.44,6.09,0.74,0.71,0.14,73.09,9.75,4.34,267.26,64.22,60857.09,28.33,98.75, 
6.41,7.13,0.7,0.72,0.14,75.6,12.02,5.36,270.71,48.82,63094.48,28.34,98.91, 
7.51,8.47,0.92,1.21,0.17,73.21,8.95,6.33,272.49,46.93,65380.1,28.35,99.06, 
7.35,8.75,1.08,2.3,0.22,70.61,3.84,6.15,273.25,50.32,67699.49,28.35,99.21, 
8.02,9.8,0.99,3.02,0.26,73.83,3.7,5.66,270.74,57.58,65096.51,28.36,99.37, 
8.37,10.14,1.17,2.74,0.25,74.27,8.15,6.83,270.47,55.2,64188.16,28.37,99.52, 
7.61,9.37,1.28,2.69,0.25,72.87,7.54,5.68,271.86,50.23,65313.96,28.37,99.68, 
7.22,8.87,1.21,2.5,0.23,72.67,7.59,3.83,269.95,54.31,63307.08,28.38,99.83, 
6.78,8.25,1.04,2.14,0.22,73.71,10.07,0.68,270.38,50.49,63228.01,28.39,99.98, 
6.22,7.48,0.92,1.9,0.2,73.38,8.68,0.57,271.73,45.65,64365.26,28.39,100.14, 
5.61,6.61,0.79,1.36,0.17,73.81,10.24,3.41,268.66,53.69,61534.69,28.4,100.29, 
4.83,5.52,0.68,0.89,0.15,77.44,15.29,4.17,270.87,42.38,62320.05,28.41,100.45, 
3.96,4.35,0.64,0.68,0.13,78.63,12.11,1.8,276.19,29.68,66538.22,28.41,100.6, 
3.9,4.27,0.63,0.79,0.13,74.94,7.17,1.24,274.81,32.71,65851.48,28.42,100.76, 
4.06,4.53,0.76,1.07,0.13,75.51,7.58,2.64,273.49,35.71,64814.25,28.42,100.91, 
4.91,5.94,1.31,1.49,0.15,73.12,8.46,5.31,273.78,35,64920.76,28.43,101.06, 
6.56,8.53,2.38,1.9,0.19,73.02,5.91,3.1,275.15,37.67,66723.41,28.43,101.22, 
7.79,10.1,2.86,2.01,0.21,74.77,4.71,0.36,274.56,41.39,66411.48,28.44,101.37, 
8.99,11.76,3.21,2.63,0.24,73.22,8.13,3.28,273.14,47.28,65081.12,28.44,101.53, 
10.92,14.67,4.03,3.81,0.29,70.92,7.62,4.23,277.07,43.06,69510.39,28.45,101.68, 
14.31,19.31,5.33,5.63,0.37,66.04,4.58,3.11,278.61,48.03,72572.48,28.45,101.83, 
19.11,25.08,7.21,7.75,0.51,60.47,2.26,3.18,278.21,55.6,73370.91,28.45,101.99, 
21.38,27.81,8.06,8.41,0.54,62.5,-0.15,3.89,278.18,61.28,75249.11,28.46,102.14, 
20.57,26.57,7.23,7.19,0.45,62.61,1.22,4.75,276.5,67.52,73626.11,28.46,102.3, 
21.04,27.4,7.17,7.26,0.45,61.85,3.23,4.86,277.04,68.66,74514.72,28.47,102.45, 
21.54,28.89,7.21,7.59,0.47,61.4,2.11,5.37,278.21,63.29,75268.34,28.47,102.61, 
22.92,30.73,6.57,7.4,0.45,61.6,3.18,4.98,275.85,68.97,72193.88,28.47,102.76, 
23.32,31.27,5.87,7.52,0.42,63.96,3.63,4.16,277.49,65.26,74347.38,28.47,102.92, 
23.99,32.62,5.3,8.02,0.42,63.25,3.23,4.31,277.12,67.48,74183.23,28.48,103.07, 
26.32,35.69,5.05,8.26,0.42,62.69,5.27,6.79,275.47,70.68,71464.61,28.48,103.22, 
36.96,51.7,5.77,11.67,0.48,51.33,1.18,2.28,277.91,77.02,78236.47,28.48,103.38, 
50.86,71.26,7.08,18.76,0.58,44.61,-1.79,-0.88,278.44,92.79,85337.84,28.48,103.53, 
54.62,76.03,7.23,21.58,0.62,43.1,-0.14,-1.43,280.14,86.46,87021.07,28.49,103.69, 
58.13,79.58,7.4,23.15,0.64,42.32,0.07,-0.97,281.92,79.9,89409.44,28.49,103.84, 
59.94,81.24,7.75,23.17,0.66,43.4,0.36,-0.52,282.64,77.56,90108.88,28.49,104, 
62.52,84.61,7.94,24.04,0.7,41.94,0.73,-0.95,283.5,74.67,91293.8,28.49,104.15, 
63.8,86.61,8.5,25.6,0.75,40.96,1.28,-1.38,285.8,66.93,94482.06,28.49,104.3, 
64.99,88.76,9.83,27.74,0.79,39.2,1.11,-1.23,286.4,65.8,95680.88,28.49,104.46, 
64.21,89.08,12.1,30.11,0.83,36.81,1.12,-0.69,286.33,66.74,95647.68,28.49,104.61, 
58.49,83.82,10.62,26.65,0.84,37.5,1.14,-0.24,287.13,64.45,96938.23,28.49,104.77, 
